"DeviceID","Timestamp","State","WaterTemperature","WaterLevel"	
"CoffeeMachine","2022-12-06T09:30:27.823Z","Not Brewing","68.42746502182904","51"	
"CoffeeMachine","2022-12-06T09:30:29.833Z","Not Brewing","62.184846200655876","51"	
"CoffeeMachine","2022-12-06T09:30:31.838Z","Not Brewing","67.17034857660673","51"	
"CoffeeMachine","2022-12-06T09:30:33.842Z","Not Brewing","70.00909030602656","51"	
"CoffeeMachine","2022-12-06T09:30:35.847Z","Not Brewing","76.26376163183295","51"	
"CoffeeMachine","2022-12-06T09:30:37.850Z","Not Brewing","69.10764251497623","51"	
"CoffeeMachine","2022-12-06T09:30:39.855Z","Not Brewing","60.804588039859375","51"	
"CoffeeMachine","2022-12-06T09:30:41.861Z","Not Brewing","73.9533824871563","51"	
"CoffeeMachine","2022-12-06T09:30:43.864Z","Not Brewing","78.46664269022457","51"	
"CoffeeMachine","2022-12-06T09:30:45.866Z","Not Brewing","68.0338721728282","51"	
"CoffeeMachine","2022-12-06T09:30:47.881Z","Not Brewing","72.78922596225638","51"	
"CoffeeMachine","2022-12-06T09:30:49.894Z","Not Brewing","70.55595936702932","51"	
"CoffeeMachine","2022-12-06T09:30:51.898Z","Not Brewing","75.57560894581192","51"	
"CoffeeMachine","2022-12-06T09:30:53.900Z","Not Brewing","67.25734737378437","51"	
"CoffeeMachine","2022-12-06T09:30:55.907Z","Not Brewing","62.41339330906146","51"	
"CoffeeMachine","2022-12-06T09:30:57.918Z","Not Brewing","72.86808467203969","51"	
"CoffeeMachine","2022-12-06T09:30:59.929Z","Not Brewing","79.83599491144066","51"	
"CoffeeMachine","2022-12-06T09:31:01.932Z","Not Brewing","62.96011564042333","51"	
"CoffeeMachine","2022-12-06T09:31:03.938Z","Not Brewing","62.58250230032353","51"	
"CoffeeMachine","2022-12-06T09:31:05.942Z","Not Brewing","63.16810887658493","51"	
"CoffeeMachine","2022-12-06T09:31:07.946Z","Not Brewing","77.676348497727","51"	
"CoffeeMachine","2022-12-06T09:31:09.951Z","Not Brewing","78.10725492458552","51"	
"CoffeeMachine","2022-12-06T09:31:11.956Z","Not Brewing","75.72900009169798","51"	
"CoffeeMachine","2022-12-06T09:31:13.959Z","Not Brewing","79.14569820748895","51"	
"CoffeeMachine","2022-12-06T09:31:15.963Z","Not Brewing","61.82312767087956","51"	
"CoffeeMachine","2022-12-06T09:31:17.969Z","Not Brewing","72.5727230558056","51"	
"CoffeeMachine","2022-12-06T09:31:19.973Z","Not Brewing","61.72255905070108","51"	
"CoffeeMachine","2022-12-06T09:31:21.977Z","Not Brewing","61.98890849566594","51"	
"CoffeeMachine","2022-12-06T09:31:23.983Z","Not Brewing","77.31894927883417","51"	
"CoffeeMachine","2022-12-06T09:31:25.988Z","Not Brewing","77.2666313671227","51"	
"CoffeeMachine","2022-12-06T09:31:27.992Z","Not Brewing","70.36474350864509","51"	
"CoffeeMachine","2022-12-06T09:31:29.997Z","Not Brewing","79.06006182883884","51"	
"CoffeeMachine","2022-12-06T09:31:32.001Z","Not Brewing","79.2966700264682","51"	
"CoffeeMachine","2022-12-06T09:31:34.006Z","Not Brewing","70.45989395023511","51"	
"CoffeeMachine","2022-12-06T09:31:36.009Z","Not Brewing","79.48317895177492","51"	
"CoffeeMachine","2022-12-06T09:31:38.014Z","Not Brewing","75.60628111714651","51"	
"CoffeeMachine","2022-12-06T09:31:40.016Z","Not Brewing","60.097621079737486","51"	
"CoffeeMachine","2022-12-06T09:31:42.029Z","Not Brewing","60.48650921115409","51"	
"CoffeeMachine","2022-12-06T09:31:44.037Z","Not Brewing","77.35954248544428","51"	
"CoffeeMachine","2022-12-06T09:31:46.048Z","Not Brewing","63.45036018769888","51"	
"CoffeeMachine","2022-12-06T09:31:48.055Z","Not Brewing","75.91128403044382","51"	
"CoffeeMachine","2022-12-06T09:31:50.058Z","Not Brewing","60.83440524694733","51"	
"CoffeeMachine","2022-12-06T09:31:52.080Z","Not Brewing","78.88489053345769","51"	
"CoffeeMachine","2022-12-06T09:31:54.084Z","Not Brewing","60.85644232000759","51"	
"CoffeeMachine","2022-12-06T09:31:56.087Z","Not Brewing","65.32707154181982","51"	
"CoffeeMachine","2022-12-06T09:31:58.092Z","Not Brewing","61.005752701543855","51"	
"CoffeeMachine","2022-12-06T09:32:00.103Z","Not Brewing","75.15681157768691","51"	
"CoffeeMachine","2022-12-06T09:32:02.122Z","Not Brewing","78.45761331380324","51"	
"CoffeeMachine","2022-12-06T09:32:04.127Z","Not Brewing","79.63755090824576","51"	
"CoffeeMachine","2022-12-06T09:32:06.131Z","Not Brewing","66.74855293226199","51"	
"CoffeeMachine","2022-12-06T09:32:08.136Z","Not Brewing","62.11512020030551","51"	
"CoffeeMachine","2022-12-06T09:32:10.138Z","Not Brewing","77.80111952371612","51"	
"CoffeeMachine","2022-12-06T09:32:12.142Z","Not Brewing","65.35865959126953","51"	
"CoffeeMachine","2022-12-06T09:32:14.146Z","Not Brewing","74.24304024324552","51"	
"CoffeeMachine","2022-12-06T09:32:16.150Z","Not Brewing","65.06216215039125","51"	
"CoffeeMachine","2022-12-06T09:32:18.155Z","Not Brewing","60.80492016662417","51"	
"CoffeeMachine","2022-12-06T09:32:20.160Z","Not Brewing","71.80254188906622","51"	
"CoffeeMachine","2022-12-06T09:32:22.165Z","Not Brewing","64.77513224121019","51"	
"CoffeeMachine","2022-12-06T09:32:24.171Z","Not Brewing","71.511543331031","51"	
"CoffeeMachine","2022-12-06T09:32:26.170Z","Not Brewing","68.70644749343224","51"	
"CoffeeMachine","2022-12-06T09:32:28.174Z","Not Brewing","67.53005650164778","51"	
"CoffeeMachine","2022-12-06T09:32:30.181Z","Not Brewing","72.36473695695025","51"	
"CoffeeMachine","2022-12-06T09:32:32.185Z","Not Brewing","70.42585249370543","51"	
"CoffeeMachine","2022-12-06T09:32:34.189Z","Not Brewing","79.58299608545212","51"	
"CoffeeMachine","2022-12-06T09:32:36.193Z","Not Brewing","60.03199457838606","51"	
"CoffeeMachine","2022-12-06T09:32:38.197Z","Not Brewing","79.61571695129982","51"	
"CoffeeMachine","2022-12-06T09:32:40.201Z","Not Brewing","67.58453512947686","51"	
"CoffeeMachine","2022-12-06T09:32:42.206Z","Not Brewing","68.33614573531659","51"	
"CoffeeMachine","2022-12-06T09:32:44.211Z","Not Brewing","76.6949769675916","51"	
"CoffeeMachine","2022-12-06T09:32:46.216Z","Not Brewing","69.50180953943806","51"	
"CoffeeMachine","2022-12-06T09:32:48.220Z","Not Brewing","71.89282704230696","51"	
"CoffeeMachine","2022-12-06T09:32:50.226Z","Not Brewing","78.71813548910879","51"	
"CoffeeMachine","2022-12-06T09:32:52.231Z","Not Brewing","67.29659358769791","51"	
"CoffeeMachine","2022-12-06T09:32:54.233Z","Not Brewing","62.04632439431641","51"	
"CoffeeMachine","2022-12-06T09:32:56.238Z","Not Brewing","70.91868352692177","51"	
"CoffeeMachine","2022-12-06T09:32:58.241Z","Not Brewing","64.89351197438585","51"	
"CoffeeMachine","2022-12-06T09:33:00.249Z","Not Brewing","66.72565910469099","51"	
"CoffeeMachine","2022-12-06T09:33:02.254Z","Not Brewing","72.97467901047487","51"	
"CoffeeMachine","2022-12-06T09:33:04.264Z","Not Brewing","69.06435374183808","51"	
"CoffeeMachine","2022-12-06T09:33:06.279Z","Not Brewing","67.71038696768115","51"	
"CoffeeMachine","2022-12-06T09:33:08.288Z","Not Brewing","66.53077666820332","51"	
"CoffeeMachine","2022-12-06T09:33:10.295Z","Not Brewing","70.38914849815569","51"	
"CoffeeMachine","2022-12-06T09:33:12.301Z","Not Brewing","70.42331533536765","51"	
"CoffeeMachine","2022-12-06T09:33:14.319Z","Not Brewing","75.99993420170487","51"	
"CoffeeMachine","2022-12-06T09:33:16.326Z","Not Brewing","60.161429156699924","51"	
"CoffeeMachine","2022-12-06T09:33:18.331Z","Not Brewing","78.00139465103516","51"	
"CoffeeMachine","2022-12-06T09:33:20.337Z","Not Brewing","78.25263036270525","51"	
"CoffeeMachine","2022-12-06T09:33:22.347Z","Not Brewing","73.38252697616934","51"	
"CoffeeMachine","2022-12-06T09:33:24.358Z","Not Brewing","60.20040095294129","51"	
"CoffeeMachine","2022-12-06T09:33:26.368Z","Not Brewing","65.24804572545447","51"	
"CoffeeMachine","2022-12-06T09:33:28.370Z","Not Brewing","68.83140370915413","51"	
"CoffeeMachine","2022-12-06T09:33:30.374Z","Not Brewing","68.96805108455484","51"	
"CoffeeMachine","2022-12-06T09:33:32.388Z","Not Brewing","75.51093762078389","51"	
"CoffeeMachine","2022-12-06T09:33:34.392Z","Not Brewing","77.83601120165027","51"	
"CoffeeMachine","2022-12-06T09:33:36.397Z","Not Brewing","63.06181436374835","51"	
"CoffeeMachine","2022-12-06T09:33:38.402Z","Not Brewing","67.59868124708888","51"	
"CoffeeMachine","2022-12-06T09:33:40.426Z","Not Brewing","60.90898526390875","51"	
"CoffeeMachine","2022-12-06T09:33:42.431Z","Not Brewing","60.99332427922753","51"	
"CoffeeMachine","2022-12-06T09:33:44.435Z","Not Brewing","72.14072373181898","51"	
"CoffeeMachine","2022-12-06T09:33:46.440Z","Not Brewing","65.11560878406465","51"	
"CoffeeMachine","2022-12-06T09:33:48.442Z","Not Brewing","72.52844447507236","51"	
"CoffeeMachine","2022-12-06T09:33:50.454Z","Not Brewing","68.30626379197851","51"	
"CoffeeMachine","2022-12-06T09:33:52.456Z","Not Brewing","76.62306337423882","51"	
"CoffeeMachine","2022-12-06T09:33:54.464Z","Not Brewing","69.42702001185037","51"	
"CoffeeMachine","2022-12-06T09:33:56.470Z","Not Brewing","70.69092307895798","51"	
"CoffeeMachine","2022-12-06T09:33:58.475Z","Not Brewing","72.14661221049212","51"	
"CoffeeMachine","2022-12-06T09:34:00.481Z","Not Brewing","71.45272852133593","51"	
"CoffeeMachine","2022-12-06T09:34:02.484Z","Not Brewing","76.62248340576308","51"	
"CoffeeMachine","2022-12-06T09:34:04.495Z","Not Brewing","65.9193016364858","51"	
"CoffeeMachine","2022-12-06T09:34:06.500Z","Not Brewing","72.41101028270268","51"	
"CoffeeMachine","2022-12-06T09:34:08.505Z","Not Brewing","65.8130517549727","51"	
"CoffeeMachine","2022-12-06T09:34:10.507Z","Not Brewing","66.91482436109345","51"	
"CoffeeMachine","2022-12-06T09:34:12.513Z","Not Brewing","60.01204985009272","51"	
"CoffeeMachine","2022-12-06T09:34:14.526Z","Not Brewing","65.51075248209789","51"	
"CoffeeMachine","2022-12-06T09:34:16.532Z","Not Brewing","63.790184167931116","51"	
"CoffeeMachine","2022-12-06T09:34:18.536Z","Not Brewing","60.26334156591008","51"	
"CoffeeMachine","2022-12-06T09:34:20.541Z","Not Brewing","64.39047586114299","51"	
"CoffeeMachine","2022-12-06T09:34:22.543Z","Not Brewing","64.18539061207203","51"	
"CoffeeMachine","2022-12-06T09:34:24.554Z","Not Brewing","77.2643990941281","51"	
"CoffeeMachine","2022-12-06T09:34:26.569Z","Not Brewing","65.54260894289575","51"	
"CoffeeMachine","2022-12-06T09:34:28.570Z","Not Brewing","73.43758633396583","51"	
"CoffeeMachine","2022-12-06T09:34:30.583Z","Not Brewing","70.62954994838273","51"	
"CoffeeMachine","2022-12-06T09:34:32.595Z","Not Brewing","78.12733601811786","51"	
"CoffeeMachine","2022-12-06T09:34:34.601Z","Not Brewing","62.08300466303307","51"	
"CoffeeMachine","2022-12-06T09:34:36.611Z","Not Brewing","66.992046049045","51"	
"CoffeeMachine","2022-12-06T09:34:38.612Z","Not Brewing","69.03196379825405","51"	
"CoffeeMachine","2022-12-06T09:34:40.621Z","Not Brewing","71.80779872257163","51"	
"CoffeeMachine","2022-12-06T09:34:42.634Z","Not Brewing","64.0434285204459","51"	
"CoffeeMachine","2022-12-06T09:34:44.641Z","Not Brewing","61.04688325447426","51"	
"CoffeeMachine","2022-12-06T09:34:46.646Z","Not Brewing","61.06373834636028","51"	
"CoffeeMachine","2022-12-06T09:34:48.648Z","Not Brewing","65.31304900512762","51"	
"CoffeeMachine","2022-12-06T09:34:50.655Z","Not Brewing","70.77015817426964","51"	
"CoffeeMachine","2022-12-06T09:34:52.657Z","Not Brewing","73.65132186004004","51"	
"CoffeeMachine","2022-12-06T09:34:54.664Z","Not Brewing","73.81553314341316","51"	
"CoffeeMachine","2022-12-06T09:34:56.679Z","Not Brewing","77.34855115783594","51"	
"CoffeeMachine","2022-12-06T09:34:58.679Z","Not Brewing","79.55085177531299","51"	
"CoffeeMachine","2022-12-06T09:35:00.688Z","Not Brewing","60.967669861176844","51"	
"CoffeeMachine","2022-12-06T09:35:02.696Z","Not Brewing","69.98187193552518","51"	
"CoffeeMachine","2022-12-06T09:35:04.705Z","Not Brewing","70.16015039446691","51"	
"CoffeeMachine","2022-12-06T09:35:06.731Z","Not Brewing","61.46905406399752","51"	
"CoffeeMachine","2022-12-06T09:35:08.732Z","Not Brewing","68.39828010409286","51"	
"CoffeeMachine","2022-12-06T09:35:10.738Z","Not Brewing","75.97016980731517","51"	
"CoffeeMachine","2022-12-06T09:35:12.741Z","Not Brewing","65.94679336101179","51"	
"CoffeeMachine","2022-12-06T09:35:14.746Z","Not Brewing","75.75302431209764","51"	
"CoffeeMachine","2022-12-06T09:35:16.748Z","Not Brewing","62.75383389098137","51"	
"CoffeeMachine","2022-12-06T09:35:18.752Z","Not Brewing","78.45516926280916","51"	
"CoffeeMachine","2022-12-06T09:35:20.763Z","Not Brewing","78.08323182578087","51"	
"CoffeeMachine","2022-12-06T09:35:22.763Z","Not Brewing","74.03134279735791","51"	
"CoffeeMachine","2022-12-06T09:35:24.764Z","Not Brewing","75.6395855243733","51"	
"CoffeeMachine","2022-12-06T09:35:26.767Z","Not Brewing","65.44426260610007","51"	
"CoffeeMachine","2022-12-06T09:35:28.776Z","Not Brewing","63.80093273847406","51"	
"CoffeeMachine","2022-12-06T09:35:30.780Z","Not Brewing","73.05865721949974","51"		
"CoffeeMachine","2022-12-06T09:35:32.781Z","Pressurize water","63.4432309453749","51"	
"CoffeeMachine","2022-12-06T09:35:34.789Z","Brewing","62.973982516168135","50"	
"CoffeeMachine","2022-12-06T09:35:36.794Z","Brewing","65.1799065648225","49"	
"CoffeeMachine","2022-12-06T09:35:38.805Z","Brewing","70.00297759038662","48"	
"CoffeeMachine","2022-12-06T09:35:40.805Z","Brewing","69.0269415249121","47"	
"CoffeeMachine","2022-12-06T09:35:42.808Z","Brewing","73.32046114849615","46"	
"CoffeeMachine","2022-12-06T09:35:44.816Z","Brewing","60.16765083354369","45"	
"CoffeeMachine","2022-12-06T09:35:46.830Z","Brewing","79.65145459274981","44"	
"CoffeeMachine","2022-12-06T09:35:48.836Z","Brewing","76.10441483454876","43"	
"CoffeeMachine","2022-12-06T09:35:50.839Z","Brewing","63.617966434842465","42"	
"CoffeeMachine","2022-12-06T09:35:52.847Z","Brewing","60.524425272441185","41"	
"CoffeeMachine","2022-12-06T09:35:54.851Z","Brewing","60.11151590924041","40"	
"CoffeeMachine","2022-12-06T09:35:56.855Z","Brewing","77.33880484668785","39"	
"CoffeeMachine","2022-12-06T09:35:58.859Z","Brewing","71.04921894078348","38"	
"CoffeeMachine","2022-12-06T09:36:00.865Z","Brewing","66.90536268879575","37"	
"CoffeeMachine","2022-12-06T09:36:02.867Z","Brewing","67.38005291190194","36"	
"CoffeeMachine","2022-12-06T09:36:04.871Z","Brewing","64.99669605751996","35"	
"CoffeeMachine","2022-12-06T09:36:06.875Z","Brewing","74.54443897734991","34"	
"CoffeeMachine","2022-12-06T09:36:08.880Z","Brewing","77.50153159589414","33"	
"CoffeeMachine","2022-12-06T09:36:10.888Z","Brewing","73.37750659402327","32"	
"CoffeeMachine","2022-12-06T09:36:12.888Z","Not Brewing","63.31006140797859","31"	
"CoffeeMachine","2022-12-06T09:36:14.889Z","Not Brewing","63.52607410661175","31"	
"CoffeeMachine","2022-12-06T09:36:16.890Z","Not Brewing","68.72704365089035","31"	
"CoffeeMachine","2022-12-06T09:36:18.904Z","Not Brewing","68.7326340127678","31"	
"CoffeeMachine","2022-12-06T09:36:20.908Z","Not Brewing","75.78400323614392","31"	
