DeviceId;EpochTimestamp;Timestamp;State;WaterTemperature;WaterLevel
CoffeeMachine;1,67E+12;2022-12-06T09:27:53.237Z;Not Brewing;8.135.725.922.370.970;51
CoffeeMachine;1,67E+12;2022-12-06T09:27:55.238Z;Not Brewing;9.889.123.687.410.750;51
CoffeeMachine;1,67E+12;2022-12-06T09:27:57.241Z;Not Brewing;9.855.004.085.115.290;51
CoffeeMachine;1,67E+12;2022-12-06T09:27:59.255Z;Not Brewing;8.610.016.661.386.910;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:01.262Z;Not Brewing;8.252.761.009.381.740;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:03.270Z;Not Brewing;8.525.979.560.901.820;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:05.271Z;Not Brewing;9.305.098.000.930.100;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:07.284Z;Not Brewing;8.806.736.591.379.040;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:09.285Z;Not Brewing;8.235.340.325.458.630;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:11.285Z;Not Brewing;9.845.183.273.261.890;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:13.293Z;Not Brewing;996.845.293.955.783;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:15.305Z;Not Brewing;8.168.271.782.172.590;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:17.309Z;Not Brewing;9.065.714.692.778.950;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:19.309Z;Not Brewing;8.304.543.431.017.710;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:21.318Z;Not Brewing;9.397.580.411.698.700;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:23.325Z;Not Brewing;9.157.504.558.745.060;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:25.336Z;Not Brewing;9.154.001.166.566.240;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:27.347Z;Not Brewing;8.406.727.838.857.370;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:29.356Z;Not Brewing;9.418.484.227.882.130;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:31.360Z;Not Brewing;9.362.398.192.272.350;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:33.368Z;Not Brewing;9.876.205.187.132.710;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:35.381Z;Not Brewing;8.556.207.680.571.140;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:37.384Z;Not Brewing;8.188.126.250.179.080;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:39.399Z;Not Brewing;9.489.645.691.158.540;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:41.413Z;Not Brewing;9.633.825.651.927.750;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:43.426Z;Not Brewing;9.792.739.759.162.250;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:45.440Z;Not Brewing;9.394.347.792.610.160;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:47.446Z;Not Brewing;8.915.157.111.487.010;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:49.448Z;Not Brewing;9.718.081.501.022.770;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:51.455Z;Not Brewing;9.502.257.211.600.970;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:53.463Z;Not Brewing;9.728.992.885.838.130;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:55.476Z;Not Brewing;9.987.447.950.417.530;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:57.486Z;Not Brewing;9.456.322.574.303.220;51
CoffeeMachine;1,67E+12;2022-12-06T09:28:59.494Z;Not Brewing;9.499.438.043.573.730;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:01.498Z;Not Brewing;9.377.088.239.188.150;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:03.523Z;Not Brewing;9.585.879.271.238.480;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:05.527Z;Not Brewing;9.544.912.754.579.690;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:07.528Z;Not Brewing;8.298.753.777.039.380;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:09.532Z;Not Brewing;9.981.204.776.189.040;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:11.539Z;Not Brewing;8.792.411.743.460.840;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:13.539Z;Not Brewing;9.345.901.776.757.940;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:15.543Z;Not Brewing;9.321.550.458.683.430;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:17.548Z;Not Brewing;905.860.626.970.561;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:19.555Z;Not Brewing;9.519.988.995.183.910;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:21.560Z;Not Brewing;8.905.845.091.267.620;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:23.562Z;Not Brewing;9.106.979.572.635.800;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:25.565Z;Not Brewing;8.555.153.065.637.630;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:27.571Z;Not Brewing;9.531.282.200.243.980;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:29.576Z;Not Brewing;9.329.855.718.848.990;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:31.582Z;Not Brewing;8.131.167.053.199.920;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:33.588Z;Not Brewing;9.524.983.757.875.200;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:35.593Z;Not Brewing;9.181.884.352.813.240;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:37.595Z;Not Brewing;8.323.750.135.510.070;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:39.608Z;Not Brewing;9.997.054.161.185.580;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:41.620Z;Not Brewing;8.669.683.817.161.110;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:43.635Z;Not Brewing;8.648.819.440.203.130;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:45.640Z;Not Brewing;8.091.600.907.083.020;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:47.647Z;Not Brewing;9.361.644.736.488.930;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:49.652Z;Not Brewing;9.003.817.593.265.940;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:51.655Z;Not Brewing;9.679.914.706.561.720;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:53.663Z;Not Brewing;878.062.443.860.748;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:55.671Z;Not Brewing;8.865.906.441.797.700;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:57.684Z;Not Brewing;9.895.720.719.925.440;51
CoffeeMachine;1,67E+12;2022-12-06T09:29:59.700Z;Not Brewing;9.261.555.966.957.870;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:01.720Z;Not Brewing;9.911.555.923.003.660;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:03.735Z;Not Brewing;9.268.482.438.794.250;51
received;;;;;
max;$version;;;;
;;;;;
=;;;;;
=;;;;;
registered;;;;;
"{""Watertemperature""";60;80;51}};;
CoffeeMachine;1,67E+12;2022-12-06T09:30:05.735Z;Not Brewing;6.199.287.965.377.420;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:07.746Z;Not Brewing;6.053.336.319.557.300;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:09.752Z;Not Brewing;6.741.470.874.961.900;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:11.754Z;Not Brewing;6.163.506.817.854.270;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:13.760Z;Not Brewing;6.164.824.574.362.050;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:15.762Z;Not Brewing;7.091.966.996.146.330;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:17.772Z;Not Brewing;63.440.205.332.225.500;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:19.776Z;Not Brewing;6.129.904.917.840.190;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:21.781Z;Not Brewing;6.654.538.019.966.310;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:23.782Z;Not Brewing;7.936.904.836.951.740;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:25.810Z;Not Brewing;7.206.031.619.065.320;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:27.823Z;Not Brewing;6.842.746.502.182.900;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:29.833Z;Not Brewing;62.184.846.200.655.800;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:31.838Z;Not Brewing;6.717.034.857.660.670;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:33.842Z;Not Brewing;7.000.909.030.602.650;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:35.847Z;Not Brewing;7.626.376.163.183.290;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:37.850Z;Not Brewing;6.910.764.251.497.620;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:39.855Z;Not Brewing;60.804.588.039.859.300;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:41.861Z;Not Brewing;739.533.824.871.563;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:43.864Z;Not Brewing;7.846.664.269.022.450;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:45.866Z;Not Brewing;680.338.721.728.282;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:47.881Z;Not Brewing;7.278.922.596.225.630;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:49.894Z;Not Brewing;7.055.595.936.702.930;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:51.898Z;Not Brewing;7.557.560.894.581.190;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:53.900Z;Not Brewing;6.725.734.737.378.430;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:55.907Z;Not Brewing;6.241.339.330.906.140;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:57.918Z;Not Brewing;7.286.808.467.203.960;51
CoffeeMachine;1,67E+12;2022-12-06T09:30:59.929Z;Not Brewing;7.983.599.491.144.060;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:01.932Z;Not Brewing;6.296.011.564.042.330;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:03.938Z;Not Brewing;6.258.250.230.032.350;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:05.942Z;Not Brewing;6.316.810.887.658.490;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:07.946Z;Not Brewing;77.676.348.497.727;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:09.951Z;Not Brewing;7.810.725.492.458.550;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:11.956Z;Not Brewing;7.572.900.009.169.790;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:13.959Z;Not Brewing;7.914.569.820.748.890;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:15.963Z;Not Brewing;6.182.312.767.087.950;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:17.969Z;Not Brewing;725.727.230.558.056;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:19.973Z;Not Brewing;6.172.255.905.070.100;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:21.977Z;Not Brewing;6.198.890.849.566.590;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:23.983Z;Not Brewing;7.731.894.927.883.410;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:25.988Z;Not Brewing;772.666.313.671.227;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:27.992Z;Not Brewing;7.036.474.350.864.500;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:29.997Z;Not Brewing;7.906.006.182.883.880;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:32.001Z;Not Brewing;792.966.700.264.682;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:34.006Z;Not Brewing;7.045.989.395.023.510;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:36.009Z;Not Brewing;7.948.317.895.177.490;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:38.014Z;Not Brewing;7.560.628.111.714.650;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:40.016Z;Not Brewing;60.097.621.079.737.400;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:42.029Z;Not Brewing;6.048.650.921.115.400;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:44.037Z;Not Brewing;7.735.954.248.544.420;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:46.048Z;Not Brewing;6.345.036.018.769.880;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:48.055Z;Not Brewing;7.591.128.403.044.380;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:50.058Z;Not Brewing;6.083.440.524.694.730;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:52.080Z;Not Brewing;7.888.489.053.345.760;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:54.084Z;Not Brewing;6.085.644.232.000.750;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:56.087Z;Not Brewing;6.532.707.154.181.980;51
CoffeeMachine;1,67E+12;2022-12-06T09:31:58.092Z;Not Brewing;61.005.752.701.543.800;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:00.103Z;Not Brewing;7.515.681.157.768.690;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:02.122Z;Not Brewing;7.845.761.331.380.320;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:04.127Z;Not Brewing;7.963.755.090.824.570;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:06.131Z;Not Brewing;6.674.855.293.226.190;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:08.136Z;Not Brewing;6.211.512.020.030.550;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:10.138Z;Not Brewing;7.780.111.952.371.610;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:12.142Z;Not Brewing;6.535.865.959.126.950;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:14.146Z;Not Brewing;7.424.304.024.324.550;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:16.150Z;Not Brewing;6.506.216.215.039.120;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:18.155Z;Not Brewing;6.080.492.016.662.410;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:20.160Z;Not Brewing;7.180.254.188.906.620;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:22.165Z;Not Brewing;6.477.513.224.121.010;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:24.171Z;Not Brewing;71.511.543.331.031;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:26.170Z;Not Brewing;6.870.644.749.343.220;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:28.174Z;Not Brewing;6.753.005.650.164.770;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:30.181Z;Not Brewing;7.236.473.695.695.020;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:32.185Z;Not Brewing;7.042.585.249.370.540;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:34.189Z;Not Brewing;7.958.299.608.545.210;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:36.193Z;Not Brewing;6.003.199.457.838.600;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:38.197Z;Not Brewing;7.961.571.695.129.980;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:40.201Z;Not Brewing;6.758.453.512.947.680;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:42.206Z;Not Brewing;6.833.614.573.531.650;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:44.211Z;Not Brewing;766.949.769.675.916;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:46.216Z;Not Brewing;6.950.180.953.943.800;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:48.220Z;Not Brewing;7.189.282.704.230.690;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:50.226Z;Not Brewing;7.871.813.548.910.870;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:52.231Z;Not Brewing;6.729.659.358.769.790;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:54.233Z;Not Brewing;6.204.632.439.431.640;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:56.238Z;Not Brewing;7.091.868.352.692.170;51
CoffeeMachine;1,67E+12;2022-12-06T09:32:58.241Z;Not Brewing;6.489.351.197.438.580;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:00.249Z;Not Brewing;6.672.565.910.469.090;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:02.254Z;Not Brewing;7.297.467.901.047.480;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:04.264Z;Not Brewing;6.906.435.374.183.800;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:06.279Z;Not Brewing;6.771.038.696.768.110;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:08.288Z;Not Brewing;6.653.077.666.820.330;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:10.295Z;Not Brewing;7.038.914.849.815.560;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:12.301Z;Not Brewing;7.042.331.533.536.760;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:14.319Z;Not Brewing;7.599.993.420.170.480;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:16.326Z;Not Brewing;60.161.429.156.699.900;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:18.331Z;Not Brewing;7.800.139.465.103.510;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:20.337Z;Not Brewing;7.825.263.036.270.520;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:22.347Z;Not Brewing;7.338.252.697.616.930;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:24.358Z;Not Brewing;6.020.040.095.294.120;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:26.368Z;Not Brewing;6.524.804.572.545.440;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:28.370Z;Not Brewing;6.883.140.370.915.410;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:30.374Z;Not Brewing;6.896.805.108.455.480;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:32.388Z;Not Brewing;7.551.093.762.078.380;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:34.392Z;Not Brewing;7.783.601.120.165.020;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:36.397Z;Not Brewing;6.306.181.436.374.830;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:38.402Z;Not Brewing;6.759.868.124.708.880;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:40.426Z;Not Brewing;6.090.898.526.390.870;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:42.431Z;Not Brewing;6.099.332.427.922.750;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:44.435Z;Not Brewing;7.214.072.373.181.890;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:46.440Z;Not Brewing;6.511.560.878.406.460;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:48.442Z;Not Brewing;7.252.844.447.507.230;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:50.454Z;Not Brewing;6.830.626.379.197.850;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:52.456Z;Not Brewing;7.662.306.337.423.880;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:54.464Z;Not Brewing;6.942.702.001.185.030;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:56.470Z;Not Brewing;7.069.092.307.895.790;51
CoffeeMachine;1,67E+12;2022-12-06T09:33:58.475Z;Not Brewing;7.214.661.221.049.210;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:00.481Z;Not Brewing;7.145.272.852.133.590;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:02.484Z;Not Brewing;7.662.248.340.576.300;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:04.495Z;Not Brewing;659.193.016.364.858;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:06.500Z;Not Brewing;7.241.101.028.270.260;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:08.505Z;Not Brewing;658.130.517.549.727;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:10.507Z;Not Brewing;6.691.482.436.109.340;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:12.513Z;Not Brewing;6.001.204.985.009.270;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:14.526Z;Not Brewing;6.551.075.248.209.780;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:16.532Z;Not Brewing;63.790.184.167.931.100;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:18.536Z;Not Brewing;6.026.334.156.591.000;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:20.541Z;Not Brewing;6.439.047.586.114.290;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:22.543Z;Not Brewing;6.418.539.061.207.200;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:24.554Z;Not Brewing;772.643.990.941.281;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:26.569Z;Not Brewing;6.554.260.894.289.570;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:28.570Z;Not Brewing;7.343.758.633.396.580;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:30.583Z;Not Brewing;7.062.954.994.838.270;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:32.595Z;Not Brewing;7.812.733.601.811.780;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:34.601Z;Not Brewing;6.208.300.466.303.300;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:36.611Z;Not Brewing;66.992.046.049.045;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:38.612Z;Not Brewing;6.903.196.379.825.400;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:40.621Z;Not Brewing;7.180.779.872.257.160;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:42.634Z;Not Brewing;640.434.285.204.459;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:44.641Z;Not Brewing;6.104.688.325.447.420;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:46.646Z;Not Brewing;6.106.373.834.636.020;51
CoffeeMachine;1,67E+12;2022-12-06T09:34:48.648Z;Not Brewing;6.531.304.900.512.760;51
